workerID,domain,utteranceExact,utteranceRounded,utteranceType,stateExact,stateRounded,stateType,affectProb,order
79, laptop,9997,10000,sharp,1002,1000,sharp,1,3
79, laptop,52,50,sharp,52,50,sharp,0.5,4
79, electric kettle,9998,10000,sharp,500,500,round,1,5
79, watch,10000,10000,round,500,500,round,1,6
79, laptop,5001,5000,sharp,50,50,round,1,7
79, watch,5000,5000,round,497,500,sharp,1,8
79, electric kettle,5000,5000,round,1000,1000,round,1,9
79, watch,9998,10000,sharp,5000,5000,round,1,10
79, electric kettle,503,500,sharp,47,50,sharp,0.975,11
79, electric kettle,10000,10000,round,4999,5000,sharp,0.7,12
79, electric kettle,1000,1000,round,1000,1000,round,0.1,13
79, watch,999,1000,sharp,500,500,round,0.85,14
79, watch,10000,10000,round,50,50,round,0.975,15
79, watch,4997,5000,sharp,998,1000,sharp,1,16
79, watch,10000,10000,round,502,500,sharp,1,17
79, electric kettle,1000,1000,round,497,500,sharp,1,18
79, watch,1000,1000,round,501,500,sharp,0.8,19
79, watch,10000,10000,round,4997,5000,sharp,0.875,20
79, electric kettle,5000,5000,round,5003,5000,sharp,0.125,21
79, electric kettle,500,500,round,500,500,round,0.1,22
79, laptop,1000,1000,round,1000,1000,round,0.1,23
79, watch,1000,1000,round,500,500,round,0.675,24
79, laptop,10000,10000,round,500,500,round,0.875,25
79, watch,48,50,sharp,50,50,round,0.05,26
79, laptop,50,50,round,50,50,round,0.075,27
79, electric kettle,5001,5000,sharp,5001,5000,sharp,0.075,28
79, laptop,10000,10000,round,5000,5000,round,0.875,29
79, electric kettle,4998,5000,sharp,1000,1000,round,0.9,30
80, watch,5000,5000,round,500,500,round,0.975,1
80, electric kettle,500,500,round,500,500,round,0.975,2
80, electric kettle,1000,1000,round,500,500,round,0.5,3
80, laptop,4999,5000,sharp,998,1000,sharp,0.25,4
80, watch,10000,10000,round,501,500,sharp,0.05,5
80, watch,500,500,round,49,50,sharp,0,6
80, electric kettle,5003,5000,sharp,50,50,round,0,7
80, watch,5001,5000,sharp,997,1000,sharp,0.05,8
80, watch,5000,5000,round,5000,5000,round,0.75,9
80, watch,10003,10000,sharp,10000,10000,round,0.9,10
80, laptop,997,1000,sharp,997,1000,sharp,0.85,11
80, watch,10000,10000,round,5000,5000,round,0.5,12
80, laptop,5000,5000,round,5000,5000,round,0.75,13
80, watch,498,500,sharp,48,50,sharp,0.275,14
80, electric kettle,10002,10000,sharp,10002,10000,sharp,0.9,15
80, electric kettle,999,1000,sharp,51,50,sharp,0.1,16
80, watch,1000,1000,round,51,50,sharp,0.1,17
80, laptop,5000,5000,round,503,500,sharp,0.075,18
80, laptop,10000,10000,round,50,50,round,0,19
80, laptop,1003,1000,sharp,50,50,round,0.075,20
80, watch,4999,5000,sharp,500,500,round,0.1,21
80, electric kettle,5000,5000,round,500,500,round,0.025,22
80, electric kettle,998,1000,sharp,500,500,round,0.325,23
80, watch,10003,10000,sharp,4997,5000,sharp,0.2,24
80, electric kettle,9998,10000,sharp,50,50,round,0.025,25
80, laptop,498,500,sharp,50,50,round,0.35,26
80, watch,997,1000,sharp,499,500,sharp,0.35,27
80, laptop,10003,10000,sharp,5001,5000,sharp,0.15,28
80, electric kettle,10001,10000,sharp,49,50,sharp,0,29
80, laptop,9999,10000,sharp,9999,10000,sharp,0.7,30
81, watch,9997,10000,sharp,1001,1000,sharp,0.75,1
81, laptop,4997,5000,sharp,51,50,sharp,0.25,2
81, electric kettle,10000,10000,round,1000,1000,round,0,3
81, laptop,1000,1000,round,500,500,round,0.25,4
81, laptop,10001,10000,sharp,10000,10000,round,1,5
81, watch,5002,5000,sharp,1002,1000,sharp,0.725,6
81, watch,5000,5000,round,5002,5000,sharp,0.25,7
81, electric kettle,47,50,sharp,50,50,round,0.25,8
81, laptop,10000,10000,round,50,50,round,0,9
81, laptop,10000,10000,round,10000,10000,round,0.5,10
81, electric kettle,500,500,round,50,50,round,0,11
81, watch,4998,5000,sharp,50,50,round,0,12
81, electric kettle,50,50,round,50,50,round,0.5,13
81, electric kettle,4999,5000,sharp,52,50,sharp,0,14
81, electric kettle,4998,5000,sharp,498,500,sharp,0.75,15
81, laptop,498,500,sharp,50,50,round,0.6,16
81, watch,1001,1000,sharp,1001,1000,sharp,0.5,17
81, watch,10000,10000,round,1000,1000,round,0.4,18
81, laptop,5000,5000,round,1000,1000,round,0.375,19
81, electric kettle,10000,10000,round,5000,5000,round,0.75,20
81, laptop,1001,1000,sharp,500,500,round,0.35,21
81, watch,10000,10000,round,5001,5000,sharp,0.275,22
81, laptop,10000,10000,round,9998,10000,sharp,0.25,23
81, watch,9999,10000,sharp,5000,5000,round,0.625,24
81, laptop,5003,5000,sharp,5003,5000,sharp,1,25
81, watch,5003,5000,sharp,1000,1000,round,0.225,26
81, electric kettle,10001,10000,sharp,10001,10000,sharp,1,27
81, watch,1000,1000,round,497,500,sharp,0.75,28
81, laptop,1000,1000,round,50,50,round,0.225,29
81, watch,1000,1000,round,1001,1000,sharp,1,30
82, electric kettle,5001,5000,sharp,500,500,round,1,1
82, laptop,4999,5000,sharp,502,500,sharp,0.75,2
82, electric kettle,500,500,round,500,500,round,0.25,3
82, laptop,5000,5000,round,5000,5000,round,0.975,4
82, laptop,51,50,sharp,51,50,sharp,0.25,5
82, electric kettle,1000,1000,round,1003,1000,sharp,0.75,6
82, watch,10000,10000,round,50,50,round,0,7
82, electric kettle,10000,10000,round,1000,1000,round,0.75,8
82, electric kettle,9997,10000,sharp,10000,10000,round,0.75,9
82, watch,1000,1000,round,1000,1000,round,0.75,10
82, laptop,10000,10000,round,503,500,sharp,0.25,11
82, electric kettle,1003,1000,sharp,500,500,round,0.75,12
82, electric kettle,5002,5000,sharp,50,50,round,0.5,13
82, laptop,998,1000,sharp,998,1000,sharp,0.725,14
82, watch,502,500,sharp,502,500,sharp,0.5,15
82, laptop,10000,10000,round,10001,10000,sharp,0.75,16
82, laptop,503,500,sharp,50,50,round,0.275,17
82, electric kettle,10000,10000,round,10000,10000,round,0.75,18
82, laptop,5002,5000,sharp,49,50,sharp,0.275,19
82, electric kettle,5000,5000,round,5003,5000,sharp,0.75,20
82, electric kettle,10000,10000,round,10001,10000,sharp,0.75,21
82, electric kettle,10000,10000,round,1002,1000,sharp,0.75,22
82, electric kettle,9998,10000,sharp,5000,5000,round,0.725,23
82, laptop,997,1000,sharp,503,500,sharp,0.75,24
82, watch,10002,10000,sharp,10000,10000,round,0.975,25
82, laptop,501,500,sharp,500,500,round,0.25,26
82, watch,5003,5000,sharp,999,1000,sharp,0.725,27
82, electric kettle,10000,10000,round,500,500,round,0.75,28
82, laptop,5000,5000,round,5003,5000,sharp,1,29
82, watch,10000,10000,round,997,1000,sharp,0.75,30
83, laptop,999,1000,sharp,500,500,round,0.25,1
83, watch,10000,10000,round,50,50,round,0.1,2
83, laptop,10000,10000,round,498,500,sharp,0.15,3
83, electric kettle,999,1000,sharp,999,1000,sharp,0.75,4
83, watch,1000,1000,round,1003,1000,sharp,0.575,5
83, laptop,1000,1000,round,51,50,sharp,0,6
83, laptop,5000,5000,round,5000,5000,round,0.575,7
83, laptop,50,50,round,50,50,round,0.25,8
83, laptop,5003,5000,sharp,497,500,sharp,0.325,9
83, laptop,4997,5000,sharp,1000,1000,round,0.45,10
83, electric kettle,9999,10000,sharp,1000,1000,round,0.65,11
83, electric kettle,10000,10000,round,500,500,round,0.7,12
83, watch,10000,10000,round,10000,10000,round,0.75,13
83, watch,10000,10000,round,497,500,sharp,0.325,14
83, watch,500,500,round,48,50,sharp,0.525,15
83, electric kettle,1001,1000,sharp,50,50,round,0.225,16
83, electric kettle,50,50,round,50,50,round,0.775,17
83, laptop,1002,1000,sharp,1000,1000,round,0.65,18
83, laptop,5002,5000,sharp,999,1000,sharp,0.2,19
83, watch,4997,5000,sharp,497,500,sharp,0.35,20
83, laptop,10000,10000,round,9997,10000,sharp,0.775,21
83, laptop,1003,1000,sharp,502,500,sharp,0.25,22
83, electric kettle,5002,5000,sharp,500,500,round,0.125,23
83, electric kettle,5000,5000,round,503,500,sharp,0.25,24
83, watch,9997,10000,sharp,10000,10000,round,0.95,25
83, electric kettle,1000,1000,round,1000,1000,round,0.6,26
83, electric kettle,10000,10000,round,51,50,sharp,0.175,27
83, watch,10000,10000,round,997,1000,sharp,0.725,28
83, laptop,1001,1000,sharp,1001,1000,sharp,0.65,29
83, electric kettle,5001,5000,sharp,47,50,sharp,0.225,30
84, watch,998,1000,sharp,998,1000,sharp,0.75,1
84, laptop,10003,10000,sharp,10003,10000,sharp,0.725,2
84, electric kettle,5000,5000,round,500,500,round,0.75,3
84, watch,4998,5000,sharp,1000,1000,round,0.625,4
84, laptop,9997,10000,sharp,50,50,round,0.675,5
84, watch,4998,5000,sharp,47,50,sharp,0.175,6
84, watch,10000,10000,round,47,50,sharp,0.1,7
84, laptop,5000,5000,round,4999,5000,sharp,0.575,8
84, watch,502,500,sharp,500,500,round,0.575,9
84, laptop,5000,5000,round,1002,1000,sharp,0.225,10
84, laptop,9999,10000,sharp,52,50,sharp,0.075,11
84, laptop,10001,10000,sharp,503,500,sharp,0.125,12
84, laptop,498,500,sharp,500,500,round,0.925,13
84, electric kettle,5000,5000,round,50,50,round,0.075,14
84, laptop,10000,10000,round,9999,10000,sharp,0.625,15
84, electric kettle,52,50,sharp,52,50,sharp,0.5,16
84, electric kettle,9999,10000,sharp,498,500,sharp,0.225,17
84, watch,5000,5000,round,53,50,sharp,0.25,18
84, watch,5001,5000,sharp,999,1000,sharp,0.25,19
84, electric kettle,9999,10000,sharp,9999,10000,sharp,0.5,20
84, laptop,1002,1000,sharp,50,50,round,0.325,21
84, laptop,5000,5000,round,5000,5000,round,0.5,22
84, watch,497,500,sharp,51,50,sharp,0.3,23
84, watch,5000,5000,round,50,50,round,0.275,24
84, watch,5000,5000,round,1000,1000,round,0.3,25
84, watch,4998,5000,sharp,498,500,sharp,0.15,26
84, laptop,10000,10000,round,501,500,sharp,0.225,27
84, watch,5000,5000,round,502,500,sharp,0.325,28
84, electric kettle,10002,10000,sharp,47,50,sharp,0.05,29
84, electric kettle,501,500,sharp,500,500,round,0.5,30
85, electric kettle,1000,1000,round,51,50,sharp,0.525,1
85, laptop,4998,5000,sharp,500,500,round,0.5,2
85, electric kettle,10000,10000,round,4999,5000,sharp,0.5,3
85, laptop,5001,5000,sharp,1001,1000,sharp,0.5,4
85, watch,4999,5000,sharp,500,500,round,0.5,5
85, electric kettle,5003,5000,sharp,501,500,sharp,0.5,6
85, laptop,5002,5000,sharp,5002,5000,sharp,0.75,7
85, electric kettle,999,1000,sharp,47,50,sharp,0.5,8
85, electric kettle,5000,5000,round,500,500,round,0.5,9
85, watch,5000,5000,round,1002,1000,sharp,0.5,10
85, laptop,5000,5000,round,52,50,sharp,0.5,11
85, watch,999,1000,sharp,50,50,round,0.5,12
85, laptop,4997,5000,sharp,498,500,sharp,0.5,13
85, watch,1001,1000,sharp,1001,1000,sharp,0.75,14
85, electric kettle,4997,5000,sharp,50,50,round,0.5,15
85, watch,10000,10000,round,49,50,sharp,0.5,16
85, electric kettle,500,500,round,500,500,round,0.775,17
85, watch,9999,10000,sharp,48,50,sharp,0.5,18
85, laptop,5000,5000,round,1000,1000,round,0.5,19
85, laptop,500,500,round,500,500,round,0.5,20
85, watch,5000,5000,round,4999,5000,sharp,0.5,21
85, electric kettle,5000,5000,round,1000,1000,round,0.5,22
85, electric kettle,47,50,sharp,50,50,round,0.25,23
85, watch,10000,10000,round,4998,5000,sharp,0.5,24
85, watch,9997,10000,sharp,1001,1000,sharp,0.5,25
85, electric kettle,502,500,sharp,50,50,round,0.5,26
85, electric kettle,47,50,sharp,47,50,sharp,0.375,27
85, laptop,10002,10000,sharp,51,50,sharp,0.25,28
85, watch,10000,10000,round,50,50,round,0.25,29
85, laptop,1000,1000,round,501,500,sharp,0.25,30
86, electric kettle,500,500,round,499,500,sharp,1,1
86, watch,1000,1000,round,500,500,round,0.6,2
86, electric kettle,1000,1000,round,1000,1000,round,0.85,3
86, laptop,499,500,sharp,500,500,round,0.25,4
86, laptop,5001,5000,sharp,500,500,round,0.75,5
86, watch,1001,1000,sharp,1001,1000,sharp,0.55,6
86, laptop,10000,10000,round,10000,10000,round,0.85,7
86, electric kettle,9998,10000,sharp,10000,10000,round,0.25,8
86, watch,4999,5000,sharp,1000,1000,round,0.075,9
86, watch,5000,5000,round,503,500,sharp,0,10
86, electric kettle,10000,10000,round,5000,5000,round,0.075,11
86, electric kettle,1000,1000,round,51,50,sharp,0.075,12
86, watch,10000,10000,round,51,50,sharp,0.05,13
86, laptop,1000,1000,round,1002,1000,sharp,0.675,14
86, electric kettle,4997,5000,sharp,53,50,sharp,0.125,15
86, electric kettle,9999,10000,sharp,52,50,sharp,0,16
86, laptop,53,50,sharp,50,50,round,0.3,17
86, electric kettle,1000,1000,round,50,50,round,0,18
86, watch,9998,10000,sharp,1001,1000,sharp,0,19
86, laptop,50,50,round,47,50,sharp,0.4,20
86, watch,5003,5000,sharp,51,50,sharp,0,21
86, laptop,10000,10000,round,998,1000,sharp,0,22
86, watch,51,50,sharp,50,50,round,0.6,23
86, watch,10003,10000,sharp,497,500,sharp,0.075,24
86, laptop,10000,10000,round,51,50,sharp,0.025,25
86, laptop,1000,1000,round,503,500,sharp,0.25,26
86, watch,5001,5000,sharp,503,500,sharp,0.25,27
86, electric kettle,10002,10000,sharp,50,50,round,0,28
86, laptop,50,50,round,50,50,round,0.65,29
86, laptop,5000,5000,round,4997,5000,sharp,0.45,30
87, laptop,10000,10000,round,500,500,round,0.975,1
87, watch,1000,1000,round,501,500,sharp,0.7,2
87, laptop,4999,5000,sharp,50,50,round,0.925,3
87, electric kettle,10000,10000,round,498,500,sharp,0.85,4
87, laptop,500,500,round,49,50,sharp,0.625,5
87, electric kettle,51,50,sharp,51,50,sharp,0.5,6
87, laptop,9998,10000,sharp,998,1000,sharp,0.925,7
87, watch,9998,10000,sharp,500,500,round,1,8
87, watch,997,1000,sharp,502,500,sharp,0.6,9
87, laptop,997,1000,sharp,997,1000,sharp,0.35,10
87, watch,5000,5000,round,999,1000,sharp,0.875,11
87, watch,50,50,round,50,50,round,0.5,12
87, laptop,53,50,sharp,53,50,sharp,0.5,13
87, watch,5001,5000,sharp,52,50,sharp,1,14
87, watch,4997,5000,sharp,500,500,round,0.975,15
87, watch,1000,1000,round,500,500,round,0.625,16
87, watch,500,500,round,48,50,sharp,0.725,17
87, watch,9997,10000,sharp,10000,10000,round,0.3,18
87, laptop,4997,5000,sharp,1003,1000,sharp,0.675,19
87, watch,999,1000,sharp,500,500,round,0.75,20
87, laptop,9997,10000,sharp,5002,5000,sharp,0.8,21
87, watch,10000,10000,round,5000,5000,round,0.6,22
87, electric kettle,5000,5000,round,50,50,round,0.85,23
87, watch,503,500,sharp,503,500,sharp,0.375,24
87, electric kettle,1003,1000,sharp,47,50,sharp,0.75,25
87, electric kettle,9997,10000,sharp,500,500,round,0.925,26
87, watch,5000,5000,round,47,50,sharp,1,27
87, laptop,5000,5000,round,500,500,round,0.8,28
87, laptop,10000,10000,round,10000,10000,round,0.375,29
87, electric kettle,10001,10000,sharp,502,500,sharp,1,30
88, electric kettle,1000,1000,round,500,500,round,0.7,1
88, watch,10000,10000,round,5001,5000,sharp,1,2
88, electric kettle,500,500,round,498,500,sharp,0.6,3
88, laptop,10000,10000,round,1000,1000,round,0.75,4
88, laptop,4999,5000,sharp,503,500,sharp,0.625,5
88, electric kettle,5000,5000,round,998,1000,sharp,0.7,6
88, electric kettle,10001,10000,sharp,5001,5000,sharp,0.65,7
88, watch,10000,10000,round,9999,10000,sharp,0.725,8
88, watch,997,1000,sharp,50,50,round,0.8,9
88, electric kettle,10000,10000,round,9997,10000,sharp,0.55,10
88, watch,1001,1000,sharp,498,500,sharp,0.6,11
88, watch,1000,1000,round,500,500,round,0.625,12
88, laptop,10001,10000,sharp,10000,10000,round,0.575,13
88, laptop,1000,1000,round,50,50,round,0.4,14
88, watch,999,1000,sharp,999,1000,sharp,0.6,15
88, watch,498,500,sharp,50,50,round,0.65,16
88, watch,4999,5000,sharp,5000,5000,round,0.675,17
88, watch,50,50,round,47,50,sharp,0.675,18
88, laptop,5003,5000,sharp,1002,1000,sharp,0.65,19
88, watch,5000,5000,round,5003,5000,sharp,0.675,20
88, electric kettle,4997,5000,sharp,48,50,sharp,0.675,21
88, electric kettle,500,500,round,50,50,round,0.65,22
88, laptop,10001,10000,sharp,1000,1000,round,0.675,23
88, watch,497,500,sharp,48,50,sharp,0.65,24
88, laptop,5000,5000,round,53,50,sharp,0.275,25
88, electric kettle,10001,10000,sharp,1002,1000,sharp,0.625,26
88, electric kettle,1000,1000,round,499,500,sharp,0.6,27
88, laptop,5003,5000,sharp,50,50,round,0.4,28
88, watch,9997,10000,sharp,4999,5000,sharp,1,29
88, watch,5000,5000,round,50,50,round,0.325,30
89, electric kettle,4998,5000,sharp,500,500,round,1,1
89, laptop,4998,5000,sharp,1000,1000,round,1,2
89, laptop,5003,5000,sharp,48,50,sharp,0.25,3
89, watch,10000,10000,round,1000,1000,round,0.75,4
89, electric kettle,503,500,sharp,47,50,sharp,0.75,5
89, watch,500,500,round,50,50,round,0.375,6
89, laptop,5000,5000,round,998,1000,sharp,0.75,7
89, laptop,1000,1000,round,51,50,sharp,0,8
89, laptop,1003,1000,sharp,500,500,round,0.4,9
89, laptop,10000,10000,round,10000,10000,round,0.975,10
89, watch,9999,10000,sharp,10000,10000,round,0.975,11
89, laptop,9997,10000,sharp,9997,10000,sharp,1,12
89, laptop,501,500,sharp,47,50,sharp,0,13
89, laptop,10000,10000,round,498,500,sharp,0.35,14
89, electric kettle,10003,10000,sharp,501,500,sharp,1,15
89, watch,5000,5000,round,999,1000,sharp,1,16
89, electric kettle,5000,5000,round,998,1000,sharp,1,17
89, watch,10000,10000,round,9999,10000,sharp,1,18
89, laptop,5000,5000,round,50,50,round,0.025,19
89, electric kettle,500,500,round,51,50,sharp,0.525,20
89, electric kettle,1003,1000,sharp,52,50,sharp,0.55,21
89, watch,1000,1000,round,1000,1000,round,0.725,22
89, laptop,9998,10000,sharp,1000,1000,round,0.75,23
89, laptop,10000,10000,round,500,500,round,0.375,24
89, electric kettle,10000,10000,round,5002,5000,sharp,1,25
89, watch,1002,1000,sharp,1002,1000,sharp,0.825,26
89, laptop,500,500,round,500,500,round,0.425,27
89, electric kettle,10000,10000,round,5000,5000,round,1,28
89, watch,9998,10000,sharp,500,500,round,0.7,29
89, laptop,500,500,round,50,50,round,0,30
90, laptop,10000,10000,round,1000,1000,round,1,1
90, laptop,5000,5000,round,1000,1000,round,0.75,2
90, electric kettle,47,50,sharp,47,50,sharp,0.5,3
90, laptop,4999,5000,sharp,50,50,round,0.25,4
90, electric kettle,498,500,sharp,500,500,round,0.75,5
90, watch,999,1000,sharp,50,50,round,0.5,6
90, electric kettle,1000,1000,round,51,50,sharp,0.75,7
90, laptop,1000,1000,round,500,500,round,0.75,8
90, electric kettle,500,500,round,500,500,round,0.975,9
90, watch,1000,1000,round,50,50,round,0.775,10
90, laptop,997,1000,sharp,1000,1000,round,0.75,11
90, electric kettle,9997,10000,sharp,503,500,sharp,0.75,12
90, laptop,999,1000,sharp,50,50,round,0.275,13
90, electric kettle,5001,5000,sharp,501,500,sharp,0.775,14
90, laptop,5000,5000,round,5003,5000,sharp,0.975,15
90, laptop,10001,10000,sharp,48,50,sharp,0.4,16
90, laptop,500,500,round,53,50,sharp,0.375,17
90, electric kettle,5000,5000,round,4997,5000,sharp,0.975,18
90, laptop,51,50,sharp,51,50,sharp,0.2,19
90, watch,5000,5000,round,999,1000,sharp,0.8,20
90, electric kettle,10002,10000,sharp,5002,5000,sharp,0.95,21
90, electric kettle,4998,5000,sharp,1000,1000,round,0.95,22
90, electric kettle,10000,10000,round,497,500,sharp,0.95,23
90, electric kettle,5000,5000,round,50,50,round,0.4,24
90, electric kettle,9999,10000,sharp,9999,10000,sharp,1,25
90, watch,5000,5000,round,1000,1000,round,0.95,26
90, electric kettle,4997,5000,sharp,1001,1000,sharp,0.95,27
90, electric kettle,1000,1000,round,502,500,sharp,0.75,28
90, laptop,5000,5000,round,50,50,round,0.4,29
90, watch,10000,10000,round,10000,10000,round,1,30
91, watch,500,500,round,50,50,round,0.75,1
91, laptop,4999,5000,sharp,503,500,sharp,0.75,2
91, electric kettle,5000,5000,round,4998,5000,sharp,1,3
91, electric kettle,5002,5000,sharp,5002,5000,sharp,1,4
91, electric kettle,5000,5000,round,502,500,sharp,0.625,5
91, watch,997,1000,sharp,503,500,sharp,0.425,6
91, electric kettle,1000,1000,round,50,50,round,0.2,7
91, laptop,1001,1000,sharp,1001,1000,sharp,1,8
91, watch,52,50,sharp,52,50,sharp,0.2,9
91, laptop,1000,1000,round,50,50,round,0.25,10
91, laptop,9998,10000,sharp,500,500,round,0.75,11
91, electric kettle,10000,10000,round,52,50,sharp,0.25,12
91, laptop,5001,5000,sharp,5001,5000,sharp,1,13
91, watch,1000,1000,round,500,500,round,0.75,14
91, laptop,500,500,round,50,50,round,0.175,15
91, electric kettle,4997,5000,sharp,500,500,round,0.75,16
91, electric kettle,10000,10000,round,10001,10000,sharp,1,17
91, watch,4997,5000,sharp,1000,1000,round,1,18
91, watch,5003,5000,sharp,50,50,round,0.25,19
91, watch,500,500,round,500,500,round,0.75,20
91, electric kettle,10000,10000,round,1000,1000,round,1,21
91, electric kettle,498,500,sharp,50,50,round,0.225,22
91, electric kettle,5000,5000,round,500,500,round,0.75,23
91, laptop,10000,10000,round,5000,5000,round,1,24
91, watch,10003,10000,sharp,5000,5000,round,1,25
91, electric kettle,1000,1000,round,1000,1000,round,1,26
91, laptop,10003,10000,sharp,998,1000,sharp,0.675,27
91, watch,500,500,round,47,50,sharp,0.075,28
91, electric kettle,5000,5000,round,999,1000,sharp,0.75,29
91, electric kettle,49,50,sharp,50,50,round,0.125,30
92, watch,10001,10000,sharp,1000,1000,round,1,1
92, electric kettle,500,500,round,49,50,sharp,1,2
92, laptop,1000,1000,round,497,500,sharp,1,3
92, laptop,10001,10000,sharp,1000,1000,round,1,4
92, electric kettle,1000,1000,round,500,500,round,0.75,5
92, watch,5000,5000,round,999,1000,sharp,0.75,6
92, watch,9997,10000,sharp,5003,5000,sharp,0.75,7
92, watch,997,1000,sharp,500,500,round,0.75,8
92, laptop,10000,10000,round,10002,10000,sharp,0.5,9
92, laptop,9997,10000,sharp,50,50,round,0.25,10
92, laptop,4998,5000,sharp,1003,1000,sharp,0.25,11
92, laptop,501,500,sharp,47,50,sharp,0.25,12
92, electric kettle,9997,10000,sharp,1000,1000,round,0.75,13
92, laptop,10000,10000,round,50,50,round,0.25,14
92, watch,4999,5000,sharp,500,500,round,0.25,15
92, electric kettle,5000,5000,round,500,500,round,0.25,16
92, electric kettle,499,500,sharp,49,50,sharp,0.25,17
92, laptop,9999,10000,sharp,1002,1000,sharp,0.75,18
92, watch,10000,10000,round,10000,10000,round,0.5,19
92, laptop,5001,5000,sharp,5000,5000,round,0.5,20
92, electric kettle,10003,10000,sharp,997,1000,sharp,0.75,21
92, laptop,10002,10000,sharp,10000,10000,round,0.5,22
92, watch,997,1000,sharp,1000,1000,round,0.25,23
92, watch,10003,10000,sharp,498,500,sharp,0.75,24
92, electric kettle,10002,10000,sharp,502,500,sharp,0.75,25
92, laptop,997,1000,sharp,1000,1000,round,0.5,26
92, electric kettle,5000,5000,round,47,50,sharp,0.25,27
92, laptop,1002,1000,sharp,53,50,sharp,0.225,28
92, electric kettle,5000,5000,round,503,500,sharp,0.25,29
92, laptop,9999,10000,sharp,498,500,sharp,0.25,30
93, laptop,9998,10000,sharp,998,1000,sharp,1,1
93, laptop,999,1000,sharp,999,1000,sharp,0.275,2
93, laptop,500,500,round,500,500,round,0,3
93, electric kettle,10000,10000,round,500,500,round,0.975,4
93, watch,10000,10000,round,52,50,sharp,0.975,5
93, laptop,1000,1000,round,50,50,round,0.975,6
93, laptop,10000,10000,round,50,50,round,1,7
93, watch,10000,10000,round,10000,10000,round,0.75,8
93, electric kettle,5000,5000,round,5000,5000,round,0.525,9
93, electric kettle,10003,10000,sharp,10000,10000,round,0.775,10
93, watch,5001,5000,sharp,50,50,round,0.975,11
93, watch,10002,10000,sharp,502,500,sharp,0.975,12
93, laptop,500,500,round,50,50,round,0.975,13
93, electric kettle,9998,10000,sharp,497,500,sharp,0.975,14
93, electric kettle,1002,1000,sharp,500,500,round,1,15
93, electric kettle,4997,5000,sharp,498,500,sharp,0.95,16
93, watch,10000,10000,round,1002,1000,sharp,0.975,17
93, electric kettle,1000,1000,round,503,500,sharp,0.975,18
93, laptop,53,50,sharp,53,50,sharp,0.025,19
93, laptop,5003,5000,sharp,500,500,round,0.975,20
93, laptop,4998,5000,sharp,1000,1000,round,0.975,21
93, laptop,5003,5000,sharp,502,500,sharp,1,22
93, watch,1003,1000,sharp,498,500,sharp,0.975,23
93, watch,5000,5000,round,5002,5000,sharp,0,24
93, electric kettle,10000,10000,round,48,50,sharp,1,25
93, laptop,10001,10000,sharp,5003,5000,sharp,0.975,26
93, laptop,10000,10000,round,1000,1000,round,0.975,27
93, electric kettle,500,500,round,500,500,round,0.275,28
93, watch,5000,5000,round,999,1000,sharp,0.975,29
93, electric kettle,1000,1000,round,50,50,round,1,30
94, electric kettle,500,500,round,50,50,round,0.75,1
94, watch,50,50,round,51,50,sharp,0.25,2
94, electric kettle,10001,10000,sharp,501,500,sharp,1,3
94, electric kettle,10003,10000,sharp,10000,10000,round,1,4
94, electric kettle,5000,5000,round,502,500,sharp,1,5
94, laptop,4997,5000,sharp,500,500,round,0.75,6
94, electric kettle,1000,1000,round,1000,1000,round,0.75,7
94, laptop,10001,10000,sharp,1000,1000,round,1,8
94, electric kettle,10001,10000,sharp,10001,10000,sharp,0.5,9
94, watch,500,500,round,50,50,round,1,10
94, watch,4999,5000,sharp,5000,5000,round,0.25,11
94, watch,5000,5000,round,1001,1000,sharp,1,12
94, electric kettle,500,500,round,53,50,sharp,0.725,13
94, watch,10000,10000,round,10000,10000,round,0.25,14
94, watch,5000,5000,round,1000,1000,round,1,15
94, watch,500,500,round,497,500,sharp,0.5,16
94, electric kettle,5000,5000,round,49,50,sharp,0.975,17
94, watch,5001,5000,sharp,51,50,sharp,0.975,18
94, electric kettle,501,500,sharp,500,500,round,0.5,19
94, electric kettle,10000,10000,round,50,50,round,0.975,20
94, watch,9999,10000,sharp,5000,5000,round,0.75,21
94, electric kettle,999,1000,sharp,497,500,sharp,0.725,22
94, laptop,1000,1000,round,502,500,sharp,0.75,23
94, laptop,9999,10000,sharp,50,50,round,1,24
94, laptop,50,50,round,47,50,sharp,0.025,25
94, laptop,5000,5000,round,5002,5000,sharp,0.25,26
94, watch,10003,10000,sharp,500,500,round,1,27
94, laptop,5000,5000,round,1000,1000,round,0.75,28
94, electric kettle,5000,5000,round,1002,1000,sharp,0.75,29
94, watch,9998,10000,sharp,10000,10000,round,0.025,30
95, watch,500,500,round,52,50,sharp,0.95,1
95, watch,51,50,sharp,51,50,sharp,0.55,2
95, watch,9997,10000,sharp,5000,5000,round,1,3
95, watch,998,1000,sharp,498,500,sharp,0.95,4
95, electric kettle,498,500,sharp,500,500,round,0.7,5
95, watch,9998,10000,sharp,1000,1000,round,1,6
95, laptop,10002,10000,sharp,500,500,round,1,7
95, electric kettle,10000,10000,round,10000,10000,round,1,8
95, electric kettle,10002,10000,sharp,4997,5000,sharp,1,9
95, watch,5000,5000,round,50,50,round,0.95,10
95, laptop,10000,10000,round,5001,5000,sharp,0.95,11
95, electric kettle,4998,5000,sharp,999,1000,sharp,0.85,12
95, laptop,5001,5000,sharp,47,50,sharp,0.95,13
