participant,domain,utterance,utteranceType,utteranceExact,utteranceRounded,state,stateType,stateRounded,stateProb,affectProb,order
86,laptop,10001,sharp,10001,10000,5000,round,5000,0.075,0.975,4
86,laptop,10001,sharp,10001,10000,5001,sharp,5000,0.075,0.975,4
86,laptop,10001,sharp,10001,10000,10000,round,10000,0.075,0.975,4
86,laptop,10001,sharp,10001,10000,10001,sharp,10000,0.1,0.975,4
86,watch,50,round,50,50,50,round,50,0.95,0.25,5
86,watch,50,round,50,50,51,sharp,50,0.575,0.25,5
86,watch,50,round,50,50,500,round,500,0.2,0.25,5
86,watch,50,round,50,50,501,sharp,500,0.2,0.25,5
86,watch,50,round,50,50,1000,round,1000,0.025,0.25,5
86,watch,50,round,50,50,1001,sharp,1000,0.05,0.25,5
86,watch,50,round,50,50,5000,round,5000,0.05,0.25,5
86,watch,50,round,50,50,5001,sharp,5000,0.05,0.25,5
86,watch,50,round,50,50,10000,round,10000,0.025,0.25,5
86,watch,50,round,50,50,10001,sharp,10000,0.025,0.25,5
86,electric kettle,1001,sharp,997,1000,50,round,50,0.85,0.875,6
86,electric kettle,1001,sharp,997,1000,51,sharp,50,0.85,0.875,6
86,electric kettle,1001,sharp,997,1000,500,round,500,0.1,0.875,6
86,electric kettle,1001,sharp,997,1000,501,sharp,500,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,1000,round,1000,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,1001,sharp,1000,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,5000,round,5000,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,5001,sharp,5000,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,10000,round,10000,0.075,0.875,6
86,electric kettle,1001,sharp,997,1000,10001,sharp,10000,0.05,0.875,6
86,electric kettle,5000,round,5000,5000,50,round,50,0.85,0.95,7
86,electric kettle,5000,round,5000,5000,51,sharp,50,0.85,0.95,7
86,electric kettle,5000,round,5000,5000,500,round,500,0.1,0.95,7
86,electric kettle,5000,round,5000,5000,501,sharp,500,0.1,0.95,7
86,electric kettle,5000,round,5000,5000,1000,round,1000,0.1,0.95,7
86,electric kettle,5000,round,5000,5000,1001,sharp,1000,0.075,0.95,7
86,electric kettle,5000,round,5000,5000,5000,round,5000,0.075,0.95,7
86,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.075,0.95,7
86,electric kettle,5000,round,5000,5000,10000,round,10000,0.075,0.95,7
86,electric kettle,5000,round,5000,5000,10001,sharp,10000,0.075,0.95,7
86,watch,5001,sharp,4997,5000,50,round,50,0.725,0.925,8
86,watch,5001,sharp,4997,5000,51,sharp,50,0.7,0.925,8
86,watch,5001,sharp,4997,5000,500,round,500,0.5,0.925,8
86,watch,5001,sharp,4997,5000,501,sharp,500,0.5,0.925,8
86,watch,5001,sharp,4997,5000,1000,round,1000,0.35,0.925,8
86,watch,5001,sharp,4997,5000,1001,sharp,1000,0.35,0.925,8
86,watch,5001,sharp,4997,5000,5000,round,5000,0.2,0.925,8
86,watch,5001,sharp,4997,5000,5001,sharp,5000,0.2,0.925,8
86,watch,5001,sharp,4997,5000,10000,round,10000,0.1,0.925,8
86,watch,5001,sharp,4997,5000,10001,sharp,10000,0.1,0.925,8
86,laptop,1000,round,1000,1000,50,round,50,0.075,0.75,9
86,laptop,1000,round,1000,1000,51,sharp,50,0.075,0.75,9
86,laptop,1000,round,1000,1000,500,round,500,0.575,0.75,9
86,laptop,1000,round,1000,1000,501,sharp,500,0.575,0.75,9
86,laptop,1000,round,1000,1000,1000,round,1000,0.875,0.75,9
86,laptop,1000,round,1000,1000,1001,sharp,1000,0.675,0.75,9
86,laptop,1000,round,1000,1000,5000,round,5000,0.075,0.75,9
86,laptop,1000,round,1000,1000,5001,sharp,5000,0.075,0.75,9
86,laptop,1000,round,1000,1000,10000,round,10000,0.075,0.75,9
86,laptop,1000,round,1000,1000,10001,sharp,10000,0.075,0.75,9
86,electric kettle,10001,sharp,9997,10000,50,round,50,0.85,0.95,10
86,electric kettle,10001,sharp,9997,10000,51,sharp,50,0.85,0.95,10
86,electric kettle,10001,sharp,9997,10000,500,round,500,0.125,0.95,10
86,electric kettle,10001,sharp,9997,10000,501,sharp,500,0.1,0.95,10
86,electric kettle,10001,sharp,9997,10000,1000,round,1000,0.1,0.95,10
86,electric kettle,10001,sharp,9997,10000,1001,sharp,1000,0.1,0.95,10
86,electric kettle,10001,sharp,9997,10000,5000,round,5000,0.1,0.95,10
86,electric kettle,10001,sharp,9997,10000,5001,sharp,5000,0.1,0.95,10
86,electric kettle,10001,sharp,9997,10000,10000,round,10000,0.075,0.95,10
86,electric kettle,10001,sharp,9997,10000,10001,sharp,10000,0.075,0.95,10
86,watch,5000,round,5000,5000,50,round,50,0.85,0.925,11
86,watch,5000,round,5000,5000,51,sharp,50,0.85,0.925,11
86,watch,5000,round,5000,5000,500,round,500,0.625,0.925,11
86,watch,5000,round,5000,5000,501,sharp,500,0.625,0.925,11
86,watch,5000,round,5000,5000,1000,round,1000,0.55,0.925,11
86,watch,5000,round,5000,5000,1001,sharp,1000,0.55,0.925,11
86,watch,5000,round,5000,5000,5000,round,5000,0.275,0.925,11
86,watch,5000,round,5000,5000,5001,sharp,5000,0.275,0.925,11
86,watch,5000,round,5000,5000,10000,round,10000,0,0.925,11
86,watch,5000,round,5000,5000,10001,sharp,10000,0.025,0.925,11
86,watch,500,round,500,500,50,round,50,0.375,0.9,12
86,watch,500,round,500,500,51,sharp,50,0.375,0.9,12
86,watch,500,round,500,500,500,round,500,0.7,0.9,12
86,watch,500,round,500,500,501,sharp,500,0.7,0.9,12
86,watch,500,round,500,500,1000,round,1000,0.1,0.9,12
86,watch,500,round,500,500,1001,sharp,1000,0.1,0.9,12
86,watch,500,round,500,500,5000,round,5000,0.1,0.9,12
86,watch,500,round,500,500,5001,sharp,5000,0.075,0.9,12
86,watch,500,round,500,500,10000,round,10000,0.075,0.9,12
86,watch,500,round,500,500,10001,sharp,10000,0.075,0.9,12
86,laptop,51,sharp,51,50,50,round,50,0.225,0.075,13
86,laptop,51,sharp,51,50,51,sharp,50,0.875,0.075,13
86,laptop,51,sharp,51,50,500,round,500,0.6,0.075,13
86,laptop,51,sharp,51,50,501,sharp,500,0.575,0.075,13
86,laptop,51,sharp,51,50,1000,round,1000,0.075,0.075,13
86,laptop,51,sharp,51,50,1001,sharp,1000,0.075,0.075,13
86,laptop,51,sharp,51,50,5000,round,5000,0.1,0.075,13
86,laptop,51,sharp,51,50,5001,sharp,5000,0.075,0.075,13
86,laptop,51,sharp,51,50,10000,round,10000,0.075,0.075,13
86,laptop,51,sharp,51,50,10001,sharp,10000,0.075,0.075,13
86,electric kettle,10000,round,10000,10000,50,round,50,0.8,0.25,14
86,electric kettle,10000,round,10000,10000,51,sharp,50,0.8,0.25,14
86,electric kettle,10000,round,10000,10000,500,round,500,0.1,0.25,14
86,electric kettle,10000,round,10000,10000,501,sharp,500,0.1,0.25,14
86,electric kettle,10000,round,10000,10000,1000,round,1000,0.1,0.25,14
86,electric kettle,10000,round,10000,10000,1001,sharp,1000,0.1,0.25,14
86,electric kettle,10000,round,10000,10000,5000,round,5000,0.075,0.25,14
86,electric kettle,10000,round,10000,10000,5001,sharp,5000,0.1,0.25,14
86,electric kettle,10000,round,10000,10000,10000,round,10000,0.075,0.25,14
86,electric kettle,10000,round,10000,10000,10001,sharp,10000,0.05,0.25,14
86,electric kettle,501,sharp,499,500,50,round,50,0.8,0.25,15
86,electric kettle,501,sharp,499,500,51,sharp,50,0.8,0.25,15
86,electric kettle,501,sharp,499,500,500,round,500,0.1,0.25,15
86,electric kettle,501,sharp,499,500,501,sharp,500,0.125,0.25,15
86,electric kettle,501,sharp,499,500,1000,round,1000,0.075,0.25,15
86,electric kettle,501,sharp,499,500,1001,sharp,1000,0.075,0.25,15
86,electric kettle,501,sharp,499,500,5000,round,5000,0.075,0.25,15
86,electric kettle,501,sharp,499,500,5001,sharp,5000,0.1,0.25,15
86,electric kettle,501,sharp,499,500,10000,round,10000,0.075,0.25,15
86,electric kettle,501,sharp,499,500,10001,sharp,10000,0.075,0.25,15
87,laptop,10000,round,10000,10000,50,round,50,0.025,0.975,1
87,laptop,10000,round,10000,10000,51,sharp,50,0.05,0.975,1
87,laptop,10000,round,10000,10000,500,round,500,0.25,0.975,1
87,laptop,10000,round,10000,10000,501,sharp,500,0.25,0.975,1
87,laptop,10000,round,10000,10000,1000,round,1000,0.925,0.975,1
87,laptop,10000,round,10000,10000,1001,sharp,1000,0.5,0.975,1
87,laptop,10000,round,10000,10000,5000,round,5000,0.025,0.975,1
87,laptop,10000,round,10000,10000,5001,sharp,5000,0.025,0.975,1
87,laptop,10000,round,10000,10000,10000,round,10000,0,0.975,1
87,laptop,10000,round,10000,10000,10001,sharp,10000,0,0.975,1
87,electric kettle,1000,round,1000,1000,50,round,50,0.975,1,2
87,electric kettle,1000,round,1000,1000,51,sharp,50,0.975,1,2
87,electric kettle,1000,round,1000,1000,500,round,500,0.025,1,2
87,electric kettle,1000,round,1000,1000,501,sharp,500,0,1,2
87,electric kettle,1000,round,1000,1000,1000,round,1000,0.025,1,2
87,electric kettle,1000,round,1000,1000,1001,sharp,1000,0,1,2
87,electric kettle,1000,round,1000,1000,5000,round,5000,0.025,1,2
87,electric kettle,1000,round,1000,1000,5001,sharp,5000,0.025,1,2
87,electric kettle,1000,round,1000,1000,10000,round,10000,0.025,1,2
87,electric kettle,1000,round,1000,1000,10001,sharp,10000,0.025,1,2
87,electric kettle,5001,sharp,4997,5000,50,round,50,1,1,3
87,electric kettle,5001,sharp,4997,5000,51,sharp,50,1,1,3
87,electric kettle,5001,sharp,4997,5000,500,round,500,0.275,1,3
87,electric kettle,5001,sharp,4997,5000,501,sharp,500,0.025,1,3
87,electric kettle,5001,sharp,4997,5000,1000,round,1000,0.025,1,3
87,electric kettle,5001,sharp,4997,5000,1001,sharp,1000,0.025,1,3
87,electric kettle,5001,sharp,4997,5000,5000,round,5000,0.025,1,3
87,electric kettle,5001,sharp,4997,5000,5001,sharp,5000,0.025,1,3
87,electric kettle,5001,sharp,4997,5000,10000,round,10000,0,1,3
87,electric kettle,5001,sharp,4997,5000,10001,sharp,10000,0.025,1,3
87,laptop,51,sharp,51,50,50,round,50,0.025,0,4
87,laptop,51,sharp,51,50,51,sharp,50,0,0,4
87,laptop,51,sharp,51,50,500,round,500,0.975,0,4
87,laptop,51,sharp,51,50,501,sharp,500,0.975,0,4
87,laptop,51,sharp,51,50,1000,round,1000,0.75,0,4
87,laptop,51,sharp,51,50,1001,sharp,1000,0.75,0,4
87,laptop,51,sharp,51,50,5000,round,5000,0.025,0,4
87,laptop,51,sharp,51,50,5001,sharp,5000,0.025,0,4
87,laptop,51,sharp,51,50,10000,round,10000,0.025,0,4
87,laptop,51,sharp,51,50,10001,sharp,10000,0.025,0,4
87,laptop,501,sharp,499,500,50,round,50,0,0.25,5
87,laptop,501,sharp,499,500,51,sharp,50,0.025,0.25,5
87,laptop,501,sharp,499,500,500,round,500,1,0.25,5
87,laptop,501,sharp,499,500,501,sharp,500,1,0.25,5
87,laptop,501,sharp,499,500,1000,round,1000,0.975,0.25,5
87,laptop,501,sharp,499,500,1001,sharp,1000,1,0.25,5
87,laptop,501,sharp,499,500,5000,round,5000,0,0.25,5
87,laptop,501,sharp,499,500,5001,sharp,5000,0.025,0.25,5
87,laptop,501,sharp,499,500,10000,round,10000,0.025,0.25,5
87,laptop,501,sharp,499,500,10001,sharp,10000,0.025,0.25,5
87,electric kettle,501,sharp,498,500,50,round,50,1,1,6
87,electric kettle,501,sharp,498,500,51,sharp,50,1,1,6
87,electric kettle,501,sharp,498,500,500,round,500,0.025,1,6
87,electric kettle,501,sharp,498,500,501,sharp,500,0,1,6
87,electric kettle,501,sharp,498,500,1000,round,1000,0.025,1,6
87,electric kettle,501,sharp,498,500,1001,sharp,1000,0.025,1,6
87,electric kettle,501,sharp,498,500,5000,round,5000,0.025,1,6
87,electric kettle,501,sharp,498,500,5001,sharp,5000,0,1,6
87,electric kettle,501,sharp,498,500,10000,round,10000,0,1,6
87,electric kettle,501,sharp,498,500,10001,sharp,10000,0.025,1,6
87,electric kettle,5000,round,5000,5000,50,round,50,1,1,7
87,electric kettle,5000,round,5000,5000,51,sharp,50,0.975,1,7
87,electric kettle,5000,round,5000,5000,500,round,500,0,1,7
87,electric kettle,5000,round,5000,5000,501,sharp,500,0,1,7
87,electric kettle,5000,round,5000,5000,1000,round,1000,0.025,1,7
87,electric kettle,5000,round,5000,5000,1001,sharp,1000,0.025,1,7
87,electric kettle,5000,round,5000,5000,5000,round,5000,0,1,7
87,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.025,1,7
87,electric kettle,5000,round,5000,5000,10000,round,10000,0,1,7
87,electric kettle,5000,round,5000,5000,10001,sharp,10000,0,1,7
87,electric kettle,10000,round,10000,10000,50,round,50,0.975,0.975,8
87,electric kettle,10000,round,10000,10000,51,sharp,50,0.975,0.975,8
87,electric kettle,10000,round,10000,10000,500,round,500,0,0.975,8
87,electric kettle,10000,round,10000,10000,501,sharp,500,0,0.975,8
87,electric kettle,10000,round,10000,10000,1000,round,1000,0.025,0.975,8
87,electric kettle,10000,round,10000,10000,1001,sharp,1000,0.025,0.975,8
87,electric kettle,10000,round,10000,10000,5000,round,5000,0,0.975,8
87,electric kettle,10000,round,10000,10000,5001,sharp,5000,0,0.975,8
87,electric kettle,10000,round,10000,10000,10000,round,10000,0,0.975,8
87,electric kettle,10000,round,10000,10000,10001,sharp,10000,0.025,0.975,8
87,watch,10000,round,10000,10000,50,round,50,1,1,9
87,watch,10000,round,10000,10000,51,sharp,50,0.975,1,9
87,watch,10000,round,10000,10000,500,round,500,0.5,1,9
87,watch,10000,round,10000,10000,501,sharp,500,0.5,1,9
87,watch,10000,round,10000,10000,1000,round,1000,0,1,9
87,watch,10000,round,10000,10000,1001,sharp,1000,0,1,9
87,watch,10000,round,10000,10000,5000,round,5000,0.025,1,9
87,watch,10000,round,10000,10000,5001,sharp,5000,0.025,1,9
87,watch,10000,round,10000,10000,10000,round,10000,0.025,1,9
87,watch,10000,round,10000,10000,10001,sharp,10000,0.025,1,9
87,laptop,500,round,500,500,50,round,50,0,1,10
87,laptop,500,round,500,500,51,sharp,50,0.025,1,10
87,laptop,500,round,500,500,500,round,500,1,1,10
87,laptop,500,round,500,500,501,sharp,500,0.975,1,10
87,laptop,500,round,500,500,1000,round,1000,0.975,1,10
87,laptop,500,round,500,500,1001,sharp,1000,0.975,1,10
87,laptop,500,round,500,500,5000,round,5000,0,1,10
87,laptop,500,round,500,500,5001,sharp,5000,0.025,1,10
87,laptop,500,round,500,500,10000,round,10000,0,1,10
87,laptop,500,round,500,500,10001,sharp,10000,0,1,10
87,watch,5001,sharp,5001,5000,50,round,50,0.975,1,11
87,watch,5001,sharp,5001,5000,51,sharp,50,0.975,1,11
87,watch,5001,sharp,5001,5000,500,round,500,0.75,1,11
87,watch,5001,sharp,5001,5000,501,sharp,500,0.75,1,11
87,watch,5001,sharp,5001,5000,1000,round,1000,0,1,11
87,watch,5001,sharp,5001,5000,1001,sharp,1000,0.025,1,11
87,watch,5001,sharp,5001,5000,5000,round,5000,0.025,1,11
87,watch,5001,sharp,5001,5000,5001,sharp,5000,0.025,1,11
87,watch,5001,sharp,5001,5000,10000,round,10000,0,1,11
87,watch,5001,sharp,5001,5000,10001,sharp,10000,0.025,1,11
87,laptop,5001,sharp,4998,5000,50,round,50,0.025,1,12
87,laptop,5001,sharp,4998,5000,51,sharp,50,0.025,1,12
87,laptop,5001,sharp,4998,5000,500,round,500,0.975,1,12
87,laptop,5001,sharp,4998,5000,501,sharp,500,0.975,1,12
87,laptop,5001,sharp,4998,5000,1000,round,1000,0.975,1,12
87,laptop,5001,sharp,4998,5000,1001,sharp,1000,1,1,12
87,laptop,5001,sharp,4998,5000,5000,round,5000,0.025,1,12
87,laptop,5001,sharp,4998,5000,5001,sharp,5000,0,1,12
87,laptop,5001,sharp,4998,5000,10000,round,10000,0.025,1,12
87,laptop,5001,sharp,4998,5000,10001,sharp,10000,0,1,12
87,laptop,50,round,50,50,50,round,50,0.025,1,13
87,laptop,50,round,50,50,51,sharp,50,0.025,1,13
87,laptop,50,round,50,50,500,round,500,0.975,1,13
87,laptop,50,round,50,50,501,sharp,500,0.975,1,13
87,laptop,50,round,50,50,1000,round,1000,0.975,1,13
87,laptop,50,round,50,50,1001,sharp,1000,1,1,13
87,laptop,50,round,50,50,5000,round,5000,0,1,13
87,laptop,50,round,50,50,5001,sharp,5000,0.025,1,13
87,laptop,50,round,50,50,10000,round,10000,0,1,13
87,laptop,50,round,50,50,10001,sharp,10000,0.025,1,13
87,watch,500,round,500,500,50,round,50,0.975,0.75,14
87,watch,500,round,500,500,51,sharp,50,1,0.75,14
87,watch,500,round,500,500,500,round,500,0.775,0.75,14
87,watch,500,round,500,500,501,sharp,500,0.775,0.75,14
87,watch,500,round,500,500,1000,round,1000,0.025,0.75,14
87,watch,500,round,500,500,1001,sharp,1000,0.025,0.75,14
87,watch,500,round,500,500,5000,round,5000,0.025,0.75,14
87,watch,500,round,500,500,5001,sharp,5000,0.025,0.75,14
87,watch,500,round,500,500,10000,round,10000,0.025,0.75,14
87,watch,500,round,500,500,10001,sharp,10000,0.025,0.75,14
87,watch,1000,round,1000,1000,50,round,50,0.975,1,15
87,watch,1000,round,1000,1000,51,sharp,50,1,1,15
87,watch,1000,round,1000,1000,500,round,500,0.75,1,15
87,watch,1000,round,1000,1000,501,sharp,500,0.75,1,15
87,watch,1000,round,1000,1000,1000,round,1000,0.025,1,15
87,watch,1000,round,1000,1000,1001,sharp,1000,0.025,1,15
87,watch,1000,round,1000,1000,5000,round,5000,0.025,1,15
87,watch,1000,round,1000,1000,5001,sharp,5000,0.05,1,15
87,watch,1000,round,1000,1000,10000,round,10000,0.025,1,15
87,watch,1000,round,1000,1000,10001,sharp,10000,0.025,1,15
88,laptop,51,sharp,53,50,50,round,50,0.775,0.25,1
88,laptop,51,sharp,53,50,51,sharp,50,0.8,0.25,1
88,laptop,51,sharp,53,50,500,round,500,0.675,0.25,1
88,laptop,51,sharp,53,50,501,sharp,500,0.65,0.25,1
88,laptop,51,sharp,53,50,1000,round,1000,0.325,0.25,1
88,laptop,51,sharp,53,50,1001,sharp,1000,0.525,0.25,1
88,laptop,51,sharp,53,50,5000,round,5000,0.075,0.25,1
88,laptop,51,sharp,53,50,5001,sharp,5000,0.075,0.25,1
88,laptop,51,sharp,53,50,10000,round,10000,0.1,0.25,1
88,laptop,51,sharp,53,50,10001,sharp,10000,0.075,0.25,1
88,electric kettle,5001,sharp,4998,5000,50,round,50,0.75,1,2
88,electric kettle,5001,sharp,4998,5000,51,sharp,50,0.85,1,2
88,electric kettle,5001,sharp,4998,5000,500,round,500,0.075,1,2
88,electric kettle,5001,sharp,4998,5000,501,sharp,500,0.075,1,2
88,electric kettle,5001,sharp,4998,5000,1000,round,1000,0.05,1,2
88,electric kettle,5001,sharp,4998,5000,1001,sharp,1000,0.075,1,2
88,electric kettle,5001,sharp,4998,5000,5000,round,5000,0.075,1,2
88,electric kettle,5001,sharp,4998,5000,5001,sharp,5000,0.075,1,2
88,electric kettle,5001,sharp,4998,5000,10000,round,10000,0.05,1,2
88,electric kettle,5001,sharp,4998,5000,10001,sharp,10000,0.1,1,2
88,watch,10001,sharp,9999,10000,50,round,50,0.775,0.85,3
88,watch,10001,sharp,9999,10000,51,sharp,50,0.7,0.85,3
88,watch,10001,sharp,9999,10000,500,round,500,0.725,0.85,3
88,watch,10001,sharp,9999,10000,501,sharp,500,0.725,0.85,3
88,watch,10001,sharp,9999,10000,1000,round,1000,0.725,0.85,3
88,watch,10001,sharp,9999,10000,1001,sharp,1000,0.775,0.85,3
88,watch,10001,sharp,9999,10000,5000,round,5000,0.625,0.85,3
88,watch,10001,sharp,9999,10000,5001,sharp,5000,0.625,0.85,3
88,watch,10001,sharp,9999,10000,10000,round,10000,0.25,0.85,3
88,watch,10001,sharp,9999,10000,10001,sharp,10000,0.3,0.85,3
88,watch,5001,sharp,5001,5000,50,round,50,0.7,0.9,4
88,watch,5001,sharp,5001,5000,51,sharp,50,0.725,0.9,4
88,watch,5001,sharp,5001,5000,500,round,500,0.75,0.9,4
88,watch,5001,sharp,5001,5000,501,sharp,500,0.8,0.9,4
88,watch,5001,sharp,5001,5000,1000,round,1000,0.875,0.9,4
88,watch,5001,sharp,5001,5000,1001,sharp,1000,0.875,0.9,4
88,watch,5001,sharp,5001,5000,5000,round,5000,0.875,0.9,4
88,watch,5001,sharp,5001,5000,5001,sharp,5000,0.9,0.9,4
88,watch,5001,sharp,5001,5000,10000,round,10000,0.25,0.9,4
88,watch,5001,sharp,5001,5000,10001,sharp,10000,0.25,0.9,4
88,laptop,5000,round,5000,5000,50,round,50,0.575,0.875,5
88,laptop,5000,round,5000,5000,51,sharp,50,0.575,0.875,5
88,laptop,5000,round,5000,5000,500,round,500,0.8,0.875,5
88,laptop,5000,round,5000,5000,501,sharp,500,0.825,0.875,5
88,laptop,5000,round,5000,5000,1000,round,1000,0.925,0.875,5
88,laptop,5000,round,5000,5000,1001,sharp,1000,0.925,0.875,5
88,laptop,5000,round,5000,5000,5000,round,5000,0.325,0.875,5
88,laptop,5000,round,5000,5000,5001,sharp,5000,0.35,0.875,5
88,laptop,5000,round,5000,5000,10000,round,10000,0.125,0.875,5
88,laptop,5000,round,5000,5000,10001,sharp,10000,0.05,0.875,5
88,laptop,501,sharp,501,500,50,round,50,0.55,0.225,6
88,laptop,501,sharp,501,500,51,sharp,50,0.6,0.225,6
88,laptop,501,sharp,501,500,500,round,500,0.8,0.225,6
88,laptop,501,sharp,501,500,501,sharp,500,0.85,0.225,6
88,laptop,501,sharp,501,500,1000,round,1000,0.825,0.225,6
88,laptop,501,sharp,501,500,1001,sharp,1000,0.8,0.225,6
88,laptop,501,sharp,501,500,5000,round,5000,0.2,0.225,6
88,laptop,501,sharp,501,500,5001,sharp,5000,0.225,0.225,6
88,laptop,501,sharp,501,500,10000,round,10000,0.025,0.225,6
88,laptop,501,sharp,501,500,10001,sharp,10000,0.075,0.225,6
88,electric kettle,500,round,500,500,50,round,50,0.925,0.875,7
88,electric kettle,500,round,500,500,51,sharp,50,0.9,0.875,7
88,electric kettle,500,round,500,500,500,round,500,0.1,0.875,7
88,electric kettle,500,round,500,500,501,sharp,500,0.15,0.875,7
88,electric kettle,500,round,500,500,1000,round,1000,0.05,0.875,7
88,electric kettle,500,round,500,500,1001,sharp,1000,0.075,0.875,7
88,electric kettle,500,round,500,500,5000,round,5000,0.05,0.875,7
88,electric kettle,500,round,500,500,5001,sharp,5000,0.075,0.875,7
88,electric kettle,500,round,500,500,10000,round,10000,0.075,0.875,7
88,electric kettle,500,round,500,500,10001,sharp,10000,0.025,0.875,7
88,laptop,50,round,50,50,50,round,50,0.6,0.15,8
88,laptop,50,round,50,50,51,sharp,50,0.6,0.15,8
88,laptop,50,round,50,50,500,round,500,0.875,0.15,8
88,laptop,50,round,50,50,501,sharp,500,0.8,0.15,8
88,laptop,50,round,50,50,1000,round,1000,0.825,0.15,8
88,laptop,50,round,50,50,1001,sharp,1000,0.8,0.15,8
88,laptop,50,round,50,50,5000,round,5000,0.225,0.15,8
88,laptop,50,round,50,50,5001,sharp,5000,0.2,0.15,8
88,laptop,50,round,50,50,10000,round,10000,0.1,0.15,8
88,laptop,50,round,50,50,10001,sharp,10000,0.075,0.15,8
88,watch,1001,sharp,1001,1000,50,round,50,0.75,0.725,9
88,watch,1001,sharp,1001,1000,51,sharp,50,0.775,0.725,9
88,watch,1001,sharp,1001,1000,500,round,500,0.95,0.725,9
88,watch,1001,sharp,1001,1000,501,sharp,500,0.95,0.725,9
88,watch,1001,sharp,1001,1000,1000,round,1000,0.925,0.725,9
88,watch,1001,sharp,1001,1000,1001,sharp,1000,0.925,0.725,9
88,watch,1001,sharp,1001,1000,5000,round,5000,0.425,0.725,9
88,watch,1001,sharp,1001,1000,5001,sharp,5000,0.425,0.725,9
88,watch,1001,sharp,1001,1000,10000,round,10000,0.3,0.725,9
88,watch,1001,sharp,1001,1000,10001,sharp,10000,0.25,0.725,9
88,electric kettle,1001,sharp,1001,1000,50,round,50,0.875,0.85,10
88,electric kettle,1001,sharp,1001,1000,51,sharp,50,0.9,0.85,10
88,electric kettle,1001,sharp,1001,1000,500,round,500,0.2,0.85,10
88,electric kettle,1001,sharp,1001,1000,501,sharp,500,0.2,0.85,10
88,electric kettle,1001,sharp,1001,1000,1000,round,1000,0.1,0.85,10
88,electric kettle,1001,sharp,1001,1000,1001,sharp,1000,0.1,0.85,10
88,electric kettle,1001,sharp,1001,1000,5000,round,5000,0.075,0.85,10
88,electric kettle,1001,sharp,1001,1000,5001,sharp,5000,0.075,0.85,10
88,electric kettle,1001,sharp,1001,1000,10000,round,10000,0.075,0.85,10
88,electric kettle,1001,sharp,1001,1000,10001,sharp,10000,0.1,0.85,10
88,laptop,1001,sharp,1002,1000,50,round,50,0.575,0.7,11
88,laptop,1001,sharp,1002,1000,51,sharp,50,0.6,0.7,11
88,laptop,1001,sharp,1002,1000,500,round,500,1,0.7,11
88,laptop,1001,sharp,1002,1000,501,sharp,500,0.95,0.7,11
88,laptop,1001,sharp,1002,1000,1000,round,1000,0.825,0.7,11
88,laptop,1001,sharp,1002,1000,1001,sharp,1000,0.85,0.7,11
88,laptop,1001,sharp,1002,1000,5000,round,5000,0.225,0.7,11
88,laptop,1001,sharp,1002,1000,5001,sharp,5000,0.225,0.7,11
88,laptop,1001,sharp,1002,1000,10000,round,10000,0.1,0.7,11
88,laptop,1001,sharp,1002,1000,10001,sharp,10000,0.1,0.7,11
88,laptop,5001,sharp,5003,5000,50,round,50,0.6,0.875,12
88,laptop,5001,sharp,5003,5000,51,sharp,50,0.625,0.875,12
88,laptop,5001,sharp,5003,5000,500,round,500,0.9,0.875,12
88,laptop,5001,sharp,5003,5000,501,sharp,500,0.825,0.875,12
88,laptop,5001,sharp,5003,5000,1000,round,1000,0.8,0.875,12
88,laptop,5001,sharp,5003,5000,1001,sharp,1000,0.775,0.875,12
88,laptop,5001,sharp,5003,5000,5000,round,5000,0.225,0.875,12
88,laptop,5001,sharp,5003,5000,5001,sharp,5000,0.25,0.875,12
88,laptop,5001,sharp,5003,5000,10000,round,10000,0.075,0.875,12
88,laptop,5001,sharp,5003,5000,10001,sharp,10000,0.1,0.875,12
88,watch,10000,round,10000,10000,50,round,50,0.625,0.9,13
88,watch,10000,round,10000,10000,51,sharp,50,0.625,0.9,13
88,watch,10000,round,10000,10000,500,round,500,0.85,0.9,13
88,watch,10000,round,10000,10000,501,sharp,500,0.825,0.9,13
88,watch,10000,round,10000,10000,1000,round,1000,0.8,0.9,13
88,watch,10000,round,10000,10000,1001,sharp,1000,0.8,0.9,13
88,watch,10000,round,10000,10000,5000,round,5000,0.325,0.9,13
88,watch,10000,round,10000,10000,5001,sharp,5000,0.325,0.9,13
88,watch,10000,round,10000,10000,10000,round,10000,0.15,0.9,13
88,watch,10000,round,10000,10000,10001,sharp,10000,0.075,0.9,13
88,electric kettle,10001,sharp,9998,10000,50,round,50,0.875,0.95,14
88,electric kettle,10001,sharp,9998,10000,51,sharp,50,0.875,0.95,14
88,electric kettle,10001,sharp,9998,10000,500,round,500,0.225,0.95,14
88,electric kettle,10001,sharp,9998,10000,501,sharp,500,0.225,0.95,14
88,electric kettle,10001,sharp,9998,10000,1000,round,1000,0.175,0.95,14
88,electric kettle,10001,sharp,9998,10000,1001,sharp,1000,0.175,0.95,14
88,electric kettle,10001,sharp,9998,10000,5000,round,5000,0.1,0.95,14
