workerid,animal,qud,metaphor,featureNum,featureProb
43,goat,Specific,Literal,3,0.675
43,ox,Specific,Metaphor,3,0.55
43,duck,Specific,Literal,3,0.25
43,bat,Vague,Metaphor,3,0.8
44,rabbit,Vague,Literal,3,0.575
44,owl,Vague,Metaphor,3,0.625
44,duck,Vague,Metaphor,3,0.05
44,horse,Specific,Literal,3,0.025
44,fish,Specific,Literal,3,0.725
44,tiger,Vague,Metaphor,3,0.275
44,whale,Vague,Metaphor,3,0.05
44,bear,Vague,Literal,3,0.725
44,bee,Specific,Metaphor,3,0.275
44,penguin,Vague,Metaphor,3,0.575
44,buffalo,Specific,Metaphor,3,0.275
44,cow,Vague,Literal,3,0.275
44,goat,Specific,Literal,3,0.275
44,wolf,Vague,Literal,3,0.925
44,ox,Vague,Literal,3,0.275
44,shark,Vague,Metaphor,3,0.7
44,zebra,Specific,Literal,3,0.025
44,bat,Specific,Metaphor,3,0.5
44,pig,Vague,Metaphor,3,0.275
44,fox,Specific,Metaphor,3,0.925
44,dog,Vague,Literal,3,0.5
44,bird,Vague,Literal,3,0.5
44,cat,Specific,Metaphor,3,0.275
44,frog,Specific,Literal,3,0.275
44,ant,Specific,Metaphor,3,0.275
44,lion,Specific,Metaphor,3,0.7
44,kangaroo,Specific,Literal,3,0.5
44,elephant,Vague,Metaphor,3,0.725
44,goose,Specific,Literal,3,0.7
44,monkey,Vague,Literal,3,0.725
44,sheep,Specific,Metaphor,3,0.275
44,dolphin,Specific,Literal,3,0.5
45,owl,Vague,Metaphor,3,0.725
45,duck,Vague,Literal,3,0.5
45,dolphin,Specific,Literal,3,0.5
45,ant,Specific,Literal,3,0.5
45,zebra,Vague,Metaphor,3,0.725
45,dog,Vague,Literal,3,0.5
45,horse,Vague,Literal,3,0.5
45,monkey,Specific,Metaphor,3,0.85
45,tiger,Specific,Literal,3,0.65
45,pig,Specific,Metaphor,3,0.725
45,wolf,Vague,Metaphor,3,0.775
45,ox,Vague,Metaphor,3,0.5
45,elephant,Specific,Metaphor,3,0.775
45,goose,Specific,Literal,3,0.675
45,kangaroo,Vague,Literal,3,0.5
45,fish,Vague,Literal,3,0.525
45,frog,Vague,Metaphor,3,0.65
45,goat,Vague,Literal,3,0.575
45,cat,Specific,Metaphor,3,0.725
45,bird,Specific,Literal,3,0.5
45,fox,Vague,Literal,3,0.8
45,penguin,Specific,Literal,3,0.475
45,rabbit,Vague,Metaphor,3,0.65
45,bear,Vague,Metaphor,3,0.775
45,bat,Specific,Metaphor,3,0.65
45,lion,Specific,Literal,3,0.7
45,whale,Specific,Literal,3,0.5
45,cow,Specific,Metaphor,3,0.5
45,shark,Specific,Metaphor,3,0.775
45,bee,Vague,Metaphor,3,0.5
45,sheep,Specific,Metaphor,3,0.625
45,buffalo,Vague,Literal,3,0.5
46,zebra,Specific,Literal,3,0.5
46,owl,Vague,Literal,3,0.275
46,ox,Vague,Metaphor,3,0.475
46,bat,Vague,Metaphor,3,0.3
46,monkey,Specific,Metaphor,3,0.75
46,penguin,Vague,Literal,3,0.25
46,shark,Specific,Literal,3,0.675
46,buffalo,Specific,Literal,3,0.475
46,frog,Vague,Literal,3,0.325
46,fish,Specific,Metaphor,3,0.675
46,cat,Specific,Metaphor,3,0.6
46,dog,Vague,Literal,3,0.625
46,wolf,Vague,Literal,3,0.575
46,bee,Specific,Literal,3,0.475
46,cow,Vague,Metaphor,3,0.475
46,ant,Vague,Literal,3,0.475
46,lion,Specific,Literal,3,0.55
46,goat,Specific,Metaphor,3,0.8
46,tiger,Vague,Metaphor,3,0.475
46,duck,Vague,Metaphor,3,0.3
46,sheep,Specific,Literal,3,0.475
46,goose,Vague,Metaphor,3,0.7
46,fox,Specific,Literal,3,0.7
46,whale,Specific,Metaphor,3,0.275
46,elephant,Specific,Metaphor,3,0.7
46,dolphin,Specific,Metaphor,3,0.575
46,kangaroo,Vague,Literal,3,0.475
46,horse,Vague,Metaphor,3,0.65
46,bird,Specific,Metaphor,3,0.775
46,rabbit,Vague,Literal,3,0.475
46,bear,Specific,Literal,3,0.6
46,pig,Vague,Metaphor,3,0.525
47,lion,Vague,Metaphor,3,0.7
47,pig,Specific,Metaphor,3,0.575
47,fish,Specific,Literal,3,0.3
47,wolf,Specific,Literal,3,0.85
47,kangaroo,Vague,Metaphor,3,0.575
47,monkey,Vague,Metaphor,3,0.775
47,whale,Specific,Literal,3,0.15
47,sheep,Specific,Literal,3,0.5
47,shark,Vague,Metaphor,3,0.9
47,cow,Vague,Metaphor,3,0.75
47,bear,Specific,Metaphor,3,0.65
47,tiger,Specific,Metaphor,3,0.725
47,fox,Specific,Literal,3,0.8
47,zebra,Specific,Metaphor,3,0.275
47,ant,Specific,Literal,3,0.5
47,ox,Specific,Metaphor,3,0.25
47,penguin,Vague,Literal,3,0.175
47,rabbit,Vague,Metaphor,3,0.8
47,bat,Specific,Literal,3,0.075
47,goose,Specific,Metaphor,3,0.75
47,dog,Specific,Literal,3,0.775
47,buffalo,Vague,Literal,3,0.5
47,bee,Vague,Metaphor,3,0.275
47,bird,Specific,Metaphor,3,0.5
47,duck,Vague,Literal,3,0.025
47,frog,Vague,Literal,3,0.7
47,elephant,Vague,Literal,3,0.85
47,horse,Vague,Literal,3,0.5
47,goat,Vague,Literal,3,0.5
47,dolphin,Vague,Literal,3,0.5
47,cat,Vague,Metaphor,3,0.075
47,owl,Specific,Metaphor,3,0.125
48,zebra,Specific,Literal,3,0.5
48,duck,Specific,Metaphor,3,1
48,elephant,Vague,Metaphor,3,1
48,goose,Vague,Literal,3,0.5
48,dog,Vague,Literal,3,0.5
48,shark,Specific,Literal,3,0.5
48,ox,Vague,Metaphor,3,0.5
48,kangaroo,Specific,Literal,3,0.5
48,wolf,Vague,Literal,3,0.5
48,frog,Specific,Metaphor,3,1
48,sheep,Vague,Metaphor,3,0.5
48,fish,Vague,Literal,3,0.5
48,owl,Specific,Literal,3,0.5
48,bear,Specific,Metaphor,3,1
48,tiger,Vague,Metaphor,3,0.725
48,pig,Vague,Metaphor,3,1
48,goat,Specific,Metaphor,3,0.95
48,penguin,Vague,Literal,3,0.5
48,buffalo,Specific,Literal,3,0.5
48,dolphin,Specific,Metaphor,3,1
48,rabbit,Specific,Metaphor,3,1
48,cat,Vague,Literal,3,0.3
48,bee,Specific,Literal,3,0.275
48,fox,Vague,Metaphor,3,0.9
48,bird,Specific,Metaphor,3,0.825
48,horse,Vague,Metaphor,3,0.925
48,whale,Vague,Literal,3,0.5
48,monkey,Vague,Literal,3,0.5
48,bat,Vague,Metaphor,3,0.925
48,lion,Specific,Metaphor,3,1
48,ant,Specific,Literal,3,0.5
48,cow,Specific,Literal,3,0.5
